npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:8080
 HTTP  9/24/2026 12:02:05 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:05 PM ::1 Returned 200 in 5 ms
 HTTP  9/24/2026 12:02:05 PM ::1 GET /services/ai.js
 HTTP  9/24/2026 12:02:05 PM ::1 Returned 200 in 4 ms
 HTTP  9/24/2026 12:02:05 PM ::1 GET /components/companion.js
 HTTP  9/24/2026 12:02:05 PM ::1 GET /components/dashboard.js
 HTTP  9/24/2026 12:02:05 PM ::1 GET /services/ai.js
 HTTP  9/24/2026 12:02:05 PM ::1 Returned 200 in 4 ms
 HTTP  9/24/2026 12:02:05 PM ::1 Returned 200 in 8 ms
 HTTP  9/24/2026 12:02:05 PM ::1 Returned 200 in 8 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /api/sheets
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 404 in 14 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /api/sheets
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 404 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /sw.js
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /index.html
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 301 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /
 HTTP  9/24/2026 12:02:06 PM ::1 GET /style.css
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /index
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 301 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /app.js
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /sheets-service.js
 HTTP  9/24/2026 12:02:06 PM ::1 GET /
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 2 ms
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /bgg-service.js
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 2 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /manifest.json
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 200 in 0 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /initial-data.js
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /sw.js
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 2 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /index.html
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 301 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /style.css
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 2 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /index
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 301 in 0 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /app.js
 HTTP  9/24/2026 12:02:06 PM ::1 GET /sheets-service.js
 HTTP  9/24/2026 12:02:06 PM ::1 GET /
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 GET /manifest.json
 HTTP  9/24/2026 12:02:06 PM ::1 GET /bgg-service.js
 HTTP  9/24/2026 12:02:06 PM ::1 GET /initial-data.js
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:06 PM ::1 Returned 304 in 2 ms
 HTTP  9/24/2026 12:02:10 PM ::1 GET /
 HTTP  9/24/2026 12:02:10 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:10 PM ::1 GET /style.css
 HTTP  9/24/2026 12:02:10 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:10 PM ::1 GET /initial-data.js
 HTTP  9/24/2026 12:02:10 PM ::1 GET /sheets-service.js
 HTTP  9/24/2026 12:02:10 PM ::1 GET /bgg-service.js
 HTTP  9/24/2026 12:02:10 PM ::1 GET /app.js
 HTTP  9/24/2026 12:02:10 PM ::1 Returned 200 in 2 ms
 HTTP  9/24/2026 12:02:10 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:10 PM ::1 Returned 200 in 1 ms
 HTTP  9/24/2026 12:02:10 PM ::1 Returned 200 in 2 ms
 HTTP  9/24/2026 12:02:11 PM ::1 GET /components/companion.js
 HTTP  9/24/2026 12:02:11 PM ::1 GET /components/dashboard.js
 HTTP  9/24/2026 12:02:11 PM ::1 GET /services/ai.js
 HTTP  9/24/2026 12:02:11 PM ::1 Returned 200 in 9 ms
 HTTP  9/24/2026 12:02:11 PM ::1 Returned 200 in 3 ms
 HTTP  9/24/2026 12:02:11 PM ::1 Returned 200 in 3 ms
 HTTP  9/24/2026 12:02:11 PM ::1 GET /api/sheets
 HTTP  9/24/2026 12:02:11 PM ::1 Returned 404 in 4 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /sw.js
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 200 in 0 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /index.html
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 301 in 0 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /
 HTTP  9/24/2026 12:02:12 PM ::1 GET /style.css
 HTTP  9/24/2026 12:02:12 PM ::1 GET /index
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 301 in 0 ms
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 2 ms
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 4 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /app.js
 HTTP  9/24/2026 12:02:12 PM ::1 GET /
 HTTP  9/24/2026 12:02:12 PM ::1 GET /sheets-service.js
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 3 ms
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 6 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /bgg-service.js
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 4 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /initial-data.js
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 304 in 1 ms
 HTTP  9/24/2026 12:02:12 PM ::1 GET /manifest.json
 HTTP  9/24/2026 12:02:12 PM ::1 Returned 200 in 1 ms
